query,target,pident,alnlen,evalue,bits
panx|Podarcis_muralis|PANX1|A0A670IMW4,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,26.8,92,7.236e-05,38.0
panx|Podarcis_muralis|PANX1|A0A670IMW4,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.3,80,0.0008877,34.0
panx|Podarcis_muralis|PANX1|A0A670IMW4,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.3,80,0.0008877,34.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,28.6,102,2.724e-07,46.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,28.2,102,4.762e-07,45.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,27.6,102,1.454e-06,44.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,27.6,102,1.454e-06,44.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,27.6,102,1.454e-06,44.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,27.6,102,1.454e-06,44.0
panx|Callorhinchus_milii|panx3|A0A4W3HHX6,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,26.5,105,4.439e-06,42.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,28.1,109,1.502e-07,48.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,29.5,95,7.916e-07,45.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,27.8,105,7.916e-07,45.0
panx|Podarcis_muralis|PANX2|A0A670J859,Caenorhabditis_elegans,32.7,80,1.044e-06,45.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,26.3,105,9.569e-06,42.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.7,95,1.262e-05,41.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,30.4,82,1.262e-05,41.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,29.7,83,2.196e-05,40.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,26.7,96,5.038e-05,39.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,28.7,81,0.0001524,38.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.7,82,0.0004611,36.0
panx|Podarcis_muralis|PANX2|A0A670J859,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.7,82,0.0004611,36.0
panx|Callorhinchus_milii|PANX|A0A4W3JI34,cur|Brachionus_calyciflorus|NTPY01000483.1_809096_811261|p5,27.4,103,2.168e-06,44.0
panx|Callorhinchus_milii|PANX|A0A4W3JI34,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,26.8,102,8.673e-06,42.0
panx|Callorhinchus_milii|PANX|A0A4W3JI34,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,26.8,102,8.673e-06,42.0
panx|Callorhinchus_milii|PANX|A0A4W3JI34,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,22.5,138,1.51e-05,41.0
panx|Callorhinchus_milii|PANX|A0A4W3JI34,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,23.8,122,1.992e-05,40.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.6,116,5.289e-10,55.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.5,116,7.002e-10,54.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.5,116,7.002e-10,54.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,29.5,116,7.002e-10,54.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.5,116,7.002e-10,54.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.5,119,2.151e-09,53.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,31.6,99,3.768e-09,52.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_calyciflorus|NTPY01000529.1_56274_58710|p2,34.0,83,3.543e-08,49.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,24.9,137,4.688e-08,48.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,28.2,109,6.203e-08,48.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,26.2,123,8.206e-08,48.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,28.9,104,8.206e-08,48.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,29.6,99,1.086e-07,47.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,29.6,99,1.086e-07,47.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,24.0,142,1.086e-07,47.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,29.3,100,1.436e-07,47.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,28.6,104,1.436e-07,47.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,24.3,137,1.9e-07,46.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,20.9,182,3.324e-07,46.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,28.8,99,4.396e-07,45.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,27.9,102,7.691e-07,44.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,27.4,105,7.691e-07,44.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Adineta_steineri|CAJNOI010000016.1_537749_538837|p6,28.1,100,1.017e-06,44.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,25.8,111,3.111e-06,42.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,26.5,103,7.191e-06,41.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Dryodora_glandiformis|JAUELJ010241728.1_537_1514|p5,25.4,107,1.662e-05,40.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Acanthocardia_echinata|OZ377328.1_19071829_19072938|p1,22.1,133,5.076e-05,38.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,24.6,106,8.87e-05,38.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,21.8,126,0.0003578,36.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,24.6,100,0.0003578,36.0
panx|Podarcis_muralis|PANX3|A0A670JSK3,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,21.8,126,0.0003578,36.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,23.6,153,4.166e-08,49.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,23.4,152,7.278e-08,48.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,22.1,161,3.879e-07,46.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,28.1,104,3.879e-07,46.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,23.6,142,3.879e-07,46.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,22.2,158,5.127e-07,45.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,23.8,138,5.127e-07,45.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,21.9,163,5.127e-07,45.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,23.7,138,6.775e-07,45.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,23.4,141,6.775e-07,45.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,22.4,152,8.953e-07,44.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,21.7,163,8.953e-07,44.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.3,99,1.183e-06,44.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,28.3,99,1.183e-06,44.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.3,85,1.452e-05,40.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,26.4,101,1.452e-05,40.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,20.4,163,3.347e-05,39.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,26.1,99,4.422e-05,39.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,25.0,103,0.0001019,38.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,25.3,101,0.0001019,38.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,24.4,104,0.0002349,36.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,24.2,104,0.0003102,36.0
panx|Petromyzon_marinus|LOC116956353|A0AAJ7UCG9,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,24.1,100,0.000944,34.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,31.9,88,1.166e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,31.7,88,1.542e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,31.7,88,1.542e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,31.7,88,1.542e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,31.7,88,1.542e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,31.7,88,1.542e-07,47.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,30.5,91,3.564e-07,46.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,31.5,85,6.229e-07,45.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.5,93,4.395e-06,42.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,29.5,87,5.809e-06,42.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,29.1,87,1.015e-05,41.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,26.3,101,1.773e-05,40.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.2,94,2.343e-05,40.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.8,89,0.0001648,37.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Acanthocardia_echinata|OZ377328.1_19071829_19072938|p1,26.6,89,0.0002178,36.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.0,89,0.0005024,35.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,26.0,89,0.0005024,35.0
panx|Latimeria_chalumnae|PANX1|H3A740,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,25.7,89,0.0008769,34.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.3,106,8.078e-09,52.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.5,104,1.065e-08,51.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.2,104,1.853e-08,51.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.2,104,1.853e-08,51.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.2,104,1.853e-08,51.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,29.3,106,4.25e-08,49.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.4,118,5.605e-08,49.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,21.3,189,5.605e-08,49.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.5,104,5.605e-08,49.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.1,100,7.391e-08,49.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,29.9,100,9.747e-08,48.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.7,107,9.747e-08,48.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,30.0,98,1.695e-07,48.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.4,130,1.695e-07,48.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,28.7,102,3.887e-07,46.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,27.9,105,6.758e-07,46.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,28.4,102,6.758e-07,46.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,28.4,102,6.758e-07,46.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,25.3,122,1.175e-06,45.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.5,128,1.55e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,27.8,102,2.043e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,30.4,88,2.043e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,27.4,104,2.043e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,27.4,104,2.043e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,27.8,102,2.043e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.1,99,2.694e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,28.1,99,2.694e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251784.1_30028846_30031445|p4,23.8,133,2.694e-06,44.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,23.7,132,3.552e-06,43.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,27.0,104,4.684e-06,43.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,27.4,101,4.684e-06,43.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,27.1,102,6.176e-06,42.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251786.1_2258616_2261215|p5,23.2,133,1.074e-05,42.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_alba|OZ409527.1_48105670_48111459|p8,23.2,133,1.074e-05,42.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,24.4,119,1.416e-05,41.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,26.9,95,5.641e-05,39.0
panx|Latimeria_chalumnae|PANX2|H3BCF1,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,21.1,151,5.641e-05,39.0
